Date,co2,no2,sootA,sootM
494172782,358,45,17,438
494172783,411,42,15,40
494172784,271,34,23,49
494172785,116,41,20,412
494172786,284,43,25,469
494172787,396,37,24,53
494172788,1,35,12,246
494172789,473,40,21,181
494172790,200,32,17,73
494172791,237,35,12,441
494172792,100,42,17,303
494172793,336,39,15,150
494172794,394,30,14,146
494172795,310,41,13,205
494172796,242,43,12,160
494172797,114,34,12,295
494172798,472,31,17,347
494172799,161,35,16,245
494172800,422,34,14,48
494172801,73,35,18,194
494172802,240,34,21,285
494172803,128,32,13,300
494172804,144,32,19,288
494172805,294,37,14,281
494172806,56,45,25,364
494172807,248,30,13,183
494172808,47,39,23,98
494172809,19,45,20,435
494172810,370,39,14,37
494172811,424,40,21,302
494172812,463,41,17,140
494172813,24,31,17,225
494172814,358,45,17,438
494172815,411,42,15,40
494172816,271,34,23,49
494172817,116,41,20,412
494172818,284,43,25,469
494172819,396,37,24,53
494172820,1,35,12,246
494172821,473,40,21,181
494172822,200,32,17,73
494172823,237,35,12,441
494172824,100,42,17,303
494172825,336,39,15,150
494172826,394,30,14,146
494172827,310,41,13,205
494172828,242,43,12,160
494172829,114,34,12,295
494172830,472,31,17,347
494172831,161,35,16,245
494172832,422,34,14,48
494172833,73,35,18,194
494172834,240,34,21,285
494172835,128,32,13,300
494172836,144,32,19,288
494172837,294,37,14,281
494172838,56,45,25,364
494172839,248,30,13,183
494172840,47,39,23,98
494172841,19,45,20,435
494172842,370,39,14,37
494172843,424,40,21,302
494172844,463,41,17,140
494172845,24,31,17,225
494172846,358,45,17,438
494172847,411,42,15,40
494172848,271,34,23,49
494172849,116,41,20,412
494172850,284,43,25,469
494172851,396,37,24,53
494172852,1,35,12,246
494172853,473,40,21,181
494172854,200,32,17,73
494172855,237,35,12,441
494172856,100,42,17,303
494172857,336,39,15,150
494172858,394,30,14,146
494172859,310,41,13,205
494172860,242,43,12,160
494172861,114,34,12,295
494172862,472,31,17,347
494172863,161,35,16,245
494172864,422,34,14,48
494172865,73,35,18,194
494172866,240,34,21,285
494172867,128,32,13,300
494172868,144,32,19,288
494172869,294,37,14,281
494172870,56,45,25,364
494172871,248,30,13,183
494172872,47,39,23,98
494172873,19,45,20,435
494172874,370,39,14,37
494172875,424,40,21,302
494172876,463,41,17,140
494172877,24,31,17,225
494172878,358,45,17,438
494172879,411,42,15,40
494172880,271,34,23,49
494172881,116,41,20,412
494172882,284,43,25,469
494172883,396,37,24,53
494172884,1,35,12,246
494172885,473,40,21,181
494172886,200,32,17,73
494172887,237,35,12,441
494172888,100,42,17,303
494172889,336,39,15,150
494172890,394,30,14,146
494172891,310,41,13,205
494172892,242,43,12,160
494172893,114,34,12,295
494172894,472,31,17,347
494172895,161,35,16,245
494172896,422,34,14,48
494172897,73,35,18,194
494172898,240,34,21,285
494172899,128,32,13,300
494172900,144,32,19,288
494172901,294,37,14,281
494172902,56,45,25,364
494172903,248,30,13,183
494172904,47,39,23,98
494172905,19,45,20,435
494172906,370,39,14,37
494172907,424,40,21,302
494172908,463,41,17,140
494172909,24,31,17,225
494172910,358,45,17,438
494172911,411,42,15,40
494172912,271,34,23,49
494172913,116,41,20,412
494172914,284,43,25,469
494172915,396,37,24,53
494172916,1,35,12,246
494172917,473,40,21,181
494172918,200,32,17,73
494172919,237,35,12,441
494172920,100,42,17,303
494172921,336,39,15,150
494172922,394,30,14,146
494172923,310,41,13,205
494172924,242,43,12,160
494172925,114,34,12,295
494172926,472,31,17,347
494172927,161,35,16,245
494172928,422,34,14,48
494172929,73,35,18,194
494172930,240,34,21,285
494172931,128,32,13,300
494172932,144,32,19,288
494172933,294,37,14,281
494172934,56,45,25,364
494172935,248,30,13,183
494172936,47,39,23,98
494172937,19,45,20,435
494172938,370,39,14,37
494172939,424,40,21,302
494172940,463,41,17,140
494172941,24,31,17,225
494172942,358,45,17,438
494172943,411,42,15,40
494172944,271,34,23,49
494172945,116,41,20,412
494172946,284,43,25,469
494172947,396,37,24,53
494172948,1,35,12,246
494172949,473,40,21,181
494172950,200,32,17,73
494172951,237,35,12,441
494172952,100,42,17,303
494172953,336,39,15,150
494172954,394,30,14,146
494172955,310,41,13,205
494172956,242,43,12,160
494172957,114,34,12,295
494172958,472,31,17,347
494172959,161,35,16,245
494172960,422,34,14,48
494172961,73,35,18,194
494172962,240,34,21,285
494172963,128,32,13,300
494172964,144,32,19,288
494172965,294,37,14,281
494172966,56,45,25,364
494172967,248,30,13,183
494172968,47,39,23,98
494172969,19,45,20,435
494172970,370,39,14,37
494172971,424,40,21,302
494172972,463,41,17,140
494172973,24,31,17,225
494172974,358,45,17,438
494172975,411,42,15,40
494172976,271,34,23,49
494172977,116,41,20,412
494172978,284,43,25,469
494172979,396,37,24,53
494172980,1,35,12,246
494172981,473,40,21,181
494172982,200,32,17,73
494172983,237,35,12,441
494172984,100,42,17,303
494172985,336,39,15,150
494172986,394,30,14,146
494172987,310,41,13,205
494172988,242,43,12,160
494172989,114,34,12,295
494172990,472,31,17,347
494172991,161,35,16,245
494172992,422,34,14,48
494172993,73,35,18,194
494172994,240,34,21,285
494172995,128,32,13,300
494172996,144,32,19,288
494172997,294,37,14,281
494172998,56,45,25,364
494172999,248,30,13,183
494173000,47,39,23,98
494173001,19,45,20,435
494173002,370,39,14,37
494173003,424,40,21,302
494173004,463,41,17,140
494173005,24,31,17,225
494173006,358,45,17,438
494173007,411,42,15,40
494173008,271,34,23,49
494173009,116,41,20,412
494173010,284,43,25,469
494173011,396,37,24,53
494173012,1,35,12,246
494173013,473,40,21,181
494173014,200,32,17,73
494173015,237,35,12,441
494173016,100,42,17,303
494173017,336,39,15,150
494173018,394,30,14,146
494173019,310,41,13,205
494173020,242,43,12,160
494173021,114,34,12,295
494173022,472,31,17,347
494173023,161,35,16,245
494173024,422,34,14,48
494173025,73,35,18,194
494173026,240,34,21,285
494173027,128,32,13,300
494173028,144,32,19,288
494173029,294,37,14,281
494173030,56,45,25,364
494173031,248,30,13,183
494173032,47,39,23,98
494173033,19,45,20,435
494173034,370,39,14,37
494173035,424,40,21,302
494173036,463,41,17,140
494173037,24,31,17,225
494173038,358,45,17,438
494173039,411,42,15,40
494173040,271,34,23,49
494173041,116,41,20,412
494173042,284,43,25,469
494173043,396,37,24,53
494173044,1,35,12,246
494173045,473,40,21,181
494173046,200,32,17,73
494173047,237,35,12,441
494173048,100,42,17,303
494173049,336,39,15,150
494173050,394,30,14,146
494173051,310,41,13,205
494173052,242,43,12,160
494173053,114,34,12,295
494173054,472,31,17,347
494173055,161,35,16,245
494173056,422,34,14,48
494173057,73,35,18,194
494173058,240,34,21,285
494173059,128,32,13,300
494173060,144,32,19,288
494173061,294,37,14,281
494173062,56,45,25,364
494173063,248,30,13,183
494173064,47,39,23,98
494173065,19,45,20,435
494173066,370,39,14,37
494173067,424,40,21,302
494173068,463,41,17,140
494173069,24,31,17,225
494173070,358,45,17,438
494173071,411,42,15,40
494173072,271,34,23,49
494173073,116,41,20,412
494173074,284,43,25,469
494173075,396,37,24,53
494173076,1,35,12,246
494173077,473,40,21,181
494173078,200,32,17,73
494173079,237,35,12,441
494173080,100,42,17,303
494173081,336,39,15,150
494173082,394,30,14,146
494173083,310,41,13,205
494173084,242,43,12,160
494173085,114,34,12,295
494173086,472,31,17,347
494173087,161,35,16,245
494173088,422,34,14,48
494173089,73,35,18,194
494173090,240,34,21,285
494173091,128,32,13,300
494173092,144,32,19,288
494173093,294,37,14,281
494173094,56,45,25,364
494173095,248,30,13,183
494173096,47,39,23,98
494173097,19,45,20,435
494173098,370,39,14,37
494173099,424,40,21,302
494173100,463,41,17,140
494173101,24,31,17,225
494173102,358,45,17,438
494173103,411,42,15,40
494173104,271,34,23,49
494173105,116,41,20,412
494173106,284,43,25,469
494173107,396,37,24,53
494173108,1,35,12,246
494173109,473,40,21,181
494173110,200,32,17,73
494173111,237,35,12,441
494173112,100,42,17,303
494173113,336,39,15,150
494173114,394,30,14,146
494173115,310,41,13,205
494173116,242,43,12,160
494173117,114,34,12,295
494173118,472,31,17,347
494173119,161,35,16,245
494173120,422,34,14,48
494173121,73,35,18,194
494173122,240,34,21,285
494173123,128,32,13,300
494173124,144,32,19,288
494173125,294,37,14,281
494173126,56,45,25,364
494173127,248,30,13,183
494173128,47,39,23,98
494173129,19,45,20,435
494173130,370,39,14,37
494173131,424,40,21,302
494173132,463,41,17,140
494173133,24,31,17,225
494173134,358,45,17,438
494173135,411,42,15,40
494173136,271,34,23,49
494173137,116,41,20,412
494173138,284,43,25,469
494173139,396,37,24,53
494173140,1,35,12,246
494173141,473,40,21,181
494173142,200,32,17,73
494173143,237,35,12,441
494173144,100,42,17,303
494173145,336,39,15,150
494173146,394,30,14,146
494173147,310,41,13,205
494173148,242,43,12,160
494173149,114,34,12,295
494173150,472,31,17,347
494173151,161,35,16,245
494173152,422,34,14,48
494173153,73,35,18,194
494173154,240,34,21,285
494173155,128,32,13,300
494173156,144,32,19,288
494173157,294,37,14,281
494173158,56,45,25,364
494173159,248,30,13,183
494173160,47,39,23,98
494173161,19,45,20,435
494173162,370,39,14,37
494173163,424,40,21,302
494173164,463,41,17,140
494173165,24,31,17,225
494173166,358,45,17,438
494173167,411,42,15,40
494173168,271,34,23,49
494173169,116,41,20,412
494173170,284,43,25,469
494173171,396,37,24,53
494173172,1,35,12,246
494173173,473,40,21,181
494173174,200,32,17,73
494173175,237,35,12,441
494173176,100,42,17,303
494173177,336,39,15,150
494173178,394,30,14,146
494173179,310,41,13,205
494173180,242,43,12,160
494173181,114,34,12,295
494173182,472,31,17,347
494173183,161,35,16,245
494173184,422,34,14,48
494173185,73,35,18,194
494173186,240,34,21,285
494173187,128,32,13,300
494173188,144,32,19,288
494173189,294,37,14,281
494173190,56,45,25,364
494173191,248,30,13,183
494173192,47,39,23,98
494173193,19,45,20,435
494173194,370,39,14,37
494173195,424,40,21,302
494173196,463,41,17,140
494173197,24,31,17,225
494173198,358,45,17,438
494173199,411,42,15,40
494173200,271,34,23,49
494173201,116,41,20,412
494173202,284,43,25,469
494173203,396,37,24,53
494173204,1,35,12,246
494173205,473,40,21,181
494173206,200,32,17,73
494173207,237,35,12,441
494173208,100,42,17,303
494173209,336,39,15,150
494173210,394,30,14,146
494173211,310,41,13,205
494173212,242,43,12,160
494173213,114,34,12,295
494173214,472,31,17,347
494173215,161,35,16,245
494173216,422,34,14,48
494173217,73,35,18,194
494173218,240,34,21,285
494173219,128,32,13,300
494173220,144,32,19,288
494173221,294,37,14,281
494173222,56,45,25,364
494173223,248,30,13,183
494173224,47,39,23,98
494173225,19,45,20,435
494173226,370,39,14,37
494173227,424,40,21,302
494173228,463,41,17,140
494173229,24,31,17,225
494173230,358,45,17,438
494173231,411,42,15,40
494173232,271,34,23,49
494173233,116,41,20,412
494173234,284,43,25,469
494173235,396,37,24,53
494173236,1,35,12,246
494173237,473,40,21,181
494173238,200,32,17,73
494173239,237,35,12,441
494173240,100,42,17,303
494173241,336,39,15,150
494173242,394,30,14,146
494173243,310,41,13,205
494173244,242,43,12,160
494173245,114,34,12,295
494173246,472,31,17,347
494173247,161,35,16,245
494173248,422,34,14,48
494173249,73,35,18,194
494173250,240,34,21,285
494173251,128,32,13,300
494173252,144,32,19,288
494173253,294,37,14,281
494173254,56,45,25,364
494173255,248,30,13,183
494173256,47,39,23,98
494173257,19,45,20,435
494173258,370,39,14,37
494173259,424,40,21,302
494173260,463,41,17,140
494173261,24,31,17,225
494173262,358,45,17,438
494173263,411,42,15,40
494173264,271,34,23,49
494173265,116,41,20,412
494173266,284,43,25,469
494173267,396,37,24,53
494173268,1,35,12,246
494173269,473,40,21,181
494173270,200,32,17,73
494173271,237,35,12,441
494173272,100,42,17,303
494173273,336,39,15,150
494173274,394,30,14,146
494173275,310,41,13,205
494173276,242,43,12,160
494173277,114,34,12,295
494173278,472,31,17,347
494173279,161,35,16,245
494173280,422,34,14,48
494173281,73,35,18,194
494173282,240,34,21,285
494173283,128,32,13,300
494173284,144,32,19,288
494173285,294,37,14,281
494173286,56,45,25,364
494173287,248,30,13,183
494173288,47,39,23,98
494173289,19,45,20,435
494173290,370,39,14,37
494173291,424,40,21,302
494173292,463,41,17,140
494173293,24,31,17,225
494173294,358,45,17,438
494173295,411,42,15,40
494173296,271,34,23,49
494173297,116,41,20,412
494173298,284,43,25,469
494173299,396,37,24,53
494173300,1,35,12,246
494173301,473,40,21,181
494173302,200,32,17,73
494173303,237,35,12,441
494173304,100,42,17,303
494173305,336,39,15,150
494173306,394,30,14,146
494173307,310,41,13,205
494173308,242,43,12,160
494173309,114,34,12,295
494173310,472,31,17,347
494173311,161,35,16,245
494173312,422,34,14,48
494173313,73,35,18,194
494173314,240,34,21,285
494173315,128,32,13,300
494173316,144,32,19,288
494173317,294,37,14,281
494173318,56,45,25,364
494173319,248,30,13,183
494173320,47,39,23,98
494173321,19,45,20,435
494173322,370,39,14,37
494173323,424,40,21,302
494173324,463,41,17,140
494173325,24,31,17,225
494173326,358,45,17,438
494173327,411,42,15,40
494173328,271,34,23,49
494173329,116,41,20,412
494173330,284,43,25,469
494173331,396,37,24,53
494173332,1,35,12,246
494173333,473,40,21,181
494173334,200,32,17,73
494173335,237,35,12,441
494173336,100,42,17,303
494173337,336,39,15,150
494173338,394,30,14,146
494173339,310,41,13,205
494173340,242,43,12,160
494173341,114,34,12,295
494173342,472,31,17,347
494173343,161,35,16,245
494173344,422,34,14,48
494173345,73,35,18,194
494173346,240,34,21,285
494173347,128,32,13,300
494173348,144,32,19,288
494173349,294,37,14,281
494173350,56,45,25,364
494173351,248,30,13,183
494173352,47,39,23,98
494173353,19,45,20,435
494173354,370,39,14,37
494173355,424,40,21,302
494173356,463,41,17,140
494173357,24,31,17,225
494173358,358,45,17,438
494173359,411,42,15,40
494173360,271,34,23,49
494173361,116,41,20,412
494173362,284,43,25,469
494173363,396,37,24,53
494173364,1,35,12,246
494173365,473,40,21,181
494173366,200,32,17,73
494173367,237,35,12,441
494173368,100,42,17,303
494173369,336,39,15,150
494173370,394,30,14,146
494173371,310,41,13,205
494173372,242,43,12,160
494173373,114,34,12,295
494173374,472,31,17,347
494173375,161,35,16,245
494173376,422,34,14,48
494173377,73,35,18,194
494173378,240,34,21,285
494173379,128,32,13,300
494173380,144,32,19,288
494173381,294,37,14,281
494173382,56,45,25,364
494173383,248,30,13,183
494173384,47,39,23,98
494173385,19,45,20,435
494173386,370,39,14,37
494173387,424,40,21,302
494173388,463,41,17,140
494173389,24,31,17,225
494173390,358,45,17,438
494173391,411,42,15,40
494173392,271,34,23,49
494173393,116,41,20,412
494173394,284,43,25,469
494173395,396,37,24,53
494173396,1,35,12,246
494173397,473,40,21,181
494173398,200,32,17,73
494173399,237,35,12,441
494173400,100,42,17,303
494173401,336,39,15,150
494173402,394,30,14,146
494173403,310,41,13,205
494173404,242,43,12,160
494173405,114,34,12,295
494173406,472,31,17,347
494173407,161,35,16,245
494173408,422,34,14,48
494173409,73,35,18,194
494173410,240,34,21,285
494173411,128,32,13,300
494173412,144,32,19,288
494173413,294,37,14,281
494173414,56,45,25,364
494173415,248,30,13,183
494173416,47,39,23,98
494173417,19,45,20,435
494173418,370,39,14,37
494173419,424,40,21,302
494173420,463,41,17,140
494173421,24,31,17,225
494173422,358,45,17,438
494173423,411,42,15,40
494173424,271,34,23,49
494173425,116,41,20,412
494173426,284,43,25,469
494173427,396,37,24,53
494173428,1,35,12,246
494173429,473,40,21,181
494173430,200,32,17,73
494173431,237,35,12,441
494173432,100,42,17,303
494173433,336,39,15,150
494173434,394,30,14,146
494173435,310,41,13,205
494173436,242,43,12,160
494173437,114,34,12,295
494173438,472,31,17,347
494173439,161,35,16,245
494173440,422,34,14,48
494173441,73,35,18,194
494173442,240,34,21,285
494173443,128,32,13,300
494173444,144,32,19,288
494173445,294,37,14,281
494173446,56,45,25,364
494173447,248,30,13,183
494173448,47,39,23,98
494173449,19,45,20,435
494173450,370,39,14,37
494173451,424,40,21,302
494173452,463,41,17,140
494173453,24,31,17,225
494173454,358,45,17,438
494173455,411,42,15,40
494173456,271,34,23,49
494173457,116,41,20,412
494173458,284,43,25,469
494173459,396,37,24,53
494173460,1,35,12,246
494173461,473,40,21,181
494173462,200,32,17,73
494173463,237,35,12,441
494173464,100,42,17,303
494173465,336,39,15,150
494173466,394,30,14,146
494173467,310,41,13,205
494173468,242,43,12,160
494173469,114,34,12,295
494173470,472,31,17,347
494173471,161,35,16,245
494173472,422,34,14,48
494173473,73,35,18,194
494173474,240,34,21,285
494173475,128,32,13,300
494173476,144,32,19,288
494173477,294,37,14,281
494173478,56,45,25,364
494173479,248,30,13,183
494173480,47,39,23,98
494173481,19,45,20,435
494173482,370,39,14,37
494173483,424,40,21,302
494173484,463,41,17,140
494173485,24,31,17,225
494173486,358,45,17,438
494173487,411,42,15,40
494173488,271,34,23,49
494173489,116,41,20,412
494173490,284,43,25,469
494173491,396,37,24,53
494173492,1,35,12,246
494173493,473,40,21,181
494173494,200,32,17,73
494173495,237,35,12,441
494173496,100,42,17,303
494173497,336,39,15,150
494173498,394,30,14,146
494173499,310,41,13,205
494173500,242,43,12,160
494173501,114,34,12,295
494173502,472,31,17,347
494173503,161,35,16,245
494173504,422,34,14,48
494173505,73,35,18,194
494173506,240,34,21,285
494173507,128,32,13,300
494173508,144,32,19,288
494173509,294,37,14,281
494173510,56,45,25,364
494173511,248,30,13,183
494173512,47,39,23,98
494173513,19,45,20,435
494173514,370,39,14,37
494173515,424,40,21,302
494173516,463,41,17,140
494173517,24,31,17,225
494173518,358,45,17,438
494173519,411,42,15,40
494173520,271,34,23,49
494173521,116,41,20,412
494173522,284,43,25,469
494173523,396,37,24,53
494173524,1,35,12,246
494173525,473,40,21,181
494173526,200,32,17,73
